model_id,topic,question,option_A,option_B,option_C,option_D,answer,explanation
HAJERI/gemma-3-4b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Pituitary & hypothalamic disorders,"A 40-year-old woman presents with amenorrhea, galactorrhea, and visual field defects. Her prolactin level is elevated.
What is the most likely diagnosis?
Options:",Prolactinoma,Pituitary adenoma,Hypothyroidism,Cushing's disease,A,"A: - Correct: Prolactinomas are the most common cause of hyperprolactinemia and can cause amenorrhea, galactorrhea, and visual field defects.
B: - Incorrect: Pituitary adenomas can cause various hormonal imbalances, but prolactinomas are the most common cause of hyperprolactinemia.
C: - Incorrect: Hypothyroidism can cause amenorrhea, but it does not cause visual field defects or galactorrhea.
D: - Incorrect: Cushing's disease is caused by excess cortisol production by the adrenal glands, not by the pituitary."
HAJERI/gemma-3-4b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,"Calcium, parathyroid & metabolic bone disease","A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
A 55-year-old man presents with polyuria and polydipsia. What is the best next step?
Options:",Serum calcium,Serum phosphate,Serum PTH,Serum 25-hydroxyvitamin D,A,Serum calcium is the best next step in evaluating polyuria and polydipsia.
HAJERI/gemma-3-4b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Female reproductive endocrinology,"A 30-year-old woman presents with amenorrhea and galactorrhea. Prolactin levels are elevated.
What is the most likely diagnosis?
Options:",Prolactinoma,Pituitary adenoma,Hypothyroidism,Hyperthyroidism,A,"A: - Correct: Prolactinomas are the most common cause of hyperprolactinemia.
B: - Incorrect: Pituitary adenomas can cause hyperprolactinemia, but prolactinomas are the most common.
C: - Incorrect: Hypothyroidism can cause amenorrhea, but it does not cause elevated prolactin levels.
D: - Incorrect: Hyperthyroidism does not cause elevated prolactin levels."
HAJERI/gemma-3-4b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Male reproductive endocrinology,"A 40-year-old man presents with decreased libido, erectile dysfunction, and decreased facial hair. His testosterone level is low, and his LH and FSH levels are elevated.
What is the most likely diagnosis?",Klinefelter syndrome,Testicular cancer,Hypogonadotropic hypogonadism,Androgen insensitivity syndrome,A,"A: - Correct: Klinefelter syndrome is characterized by low testosterone, elevated LH and FSH, and decreased libido and facial hair.
B: - Incorrect: Testicular cancer typically presents with a testicular mass, not low testosterone and elevated LH/FSH.
C: - Incorrect: Hypogonadotropic hypogonadism typically presents with low testosterone and low LH/FSH, not elevated LH/FSH.
D: - Incorrect: Androgen insensitivity syndrome typically presents with normal testosterone and elevated LH/FSH, not low testosterone and elevated LH/FSH."
HAJERI/gemma-3-4b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,"Obesity, lipids & nutrition","A 30-year-old woman presents with weight loss, tremors, and palpitations. Her thyroid function tests show low TSH and elevated free T4.
What is the most likely diagnosis?
Options:",Graves' disease,Hashimoto's thyroiditis,Thyroid cancer,Hypothyroidism,A,"A: - Correct: Graves' disease is characterized by hyperthyroidism, which is caused by an overactive thyroid gland. It is often associated with symptoms like weight loss, tremors, and palpitations.
B: - Incorrect: Hashimoto's thyroiditis is an autoimmune disease that can cause hypothyroidism, but it does not typically present with symptoms of hyperthyroidism.
C: - Incorrect: Thyroid cancer typically presents with symptoms such as a palpable nodule or hoarseness, not with hyperthyroidism.
D: - Incorrect: Hypothyroidism presents with symptoms such as fatigue, weight gain, and cold intolerance, not with symptoms of hyperthyroidism."
HAJERI/gemma-3-4b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Endocrine neoplasia & hereditary syndromes,"A 45-year-old woman presents with weight loss, palpitations, and heat intolerance. Her TSH is suppressed, and free T4 is elevated.
What is the most likely diagnosis?
Options:",Graves' disease,Thyroiditis,Hyperthyroidism,Thyroid cancer,A,"A: - Correct: Graves' disease is characterized by hyperthyroidism, which is caused by an autoimmune reaction that stimulates the thyroid gland.
B: - Incorrect: Thyroiditis can cause hyperthyroidism, but it typically presents with symptoms like pain and swelling in the thyroid gland, which is not indicated here.
C: - Incorrect: Hyperthyroidism can be caused by various conditions, including thyroid nodules, but Graves' disease is the most common cause in adults.
D: - Incorrect: Thyroid cancer typically presents with a palpable nodule, which is not indicated here."
HAJERI/gemma-3-4b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Pediatric endocrinology & growth/puberty,"A 12-year-old boy presents with delayed puberty. His height is at the 5th percentile, and his bone age is delayed by 2 years. His testosterone levels are low, and his LH and FSH levels are elevated.
What is the most likely diagnosis?",Constitutional delay in growth and adolescence,Klinefelter syndrome,Kallmann syndrome,Turner syndrome,C,"A: - Incorrect: Constitutional delay in growth and adolescence typically presents with normal bone age and normal testosterone levels.
B: - Incorrect: Klinefelter syndrome typically presents with tall stature and elevated testosterone levels.
C: - Correct: Kallmann syndrome is characterized by delayed puberty, delayed bone age, low testosterone levels, and elevated LH and FSH levels.
D: - Incorrect: Turner syndrome typically presents with short stature, webbed neck, and cardiovascular abnormalities, but not with delayed bone age."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Diabetes mellitus & hypoglycemia,"A 45-year-old woman with type 2 diabetes presents with confusion and sweating. Her blood glucose is 40 mg/dL.
What is the most appropriate initial treatment?",Administer insulin,Give oral glucose,Administer glucagon,Start an IV dextrose infusion,B,"A: - Incorrect: Insulin would lower blood glucose further and worsen hypoglycemia.
B: - Correct: Oral glucose is the first-line treatment for mild hypoglycemia.
C: - Incorrect: Glucagon is used for severe hypoglycemia when the patient is unable to take oral glucose.
D: - Incorrect: IV dextrose is used for severe hypoglycemia, but oral glucose is preferred for mild cases."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Thyroid disorders,"A 45-year-old woman presents with fatigue, weight gain, and constipation. Her TSH is elevated, and free T4 is low.",Hashimoto's thyroiditis,Graves' disease,Subclinical hypothyroidism,Thyroid cancer,A,"Hashimoto's thyroiditis is the most common cause of hypothyroidism, characterized by elevated TSH and low T4."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Adrenal disorders,"A 45-year-old woman presents with weight gain, moon facies, and purple striae. Her 24-hour urine cortisol is elevated.",Cushing's syndrome,Addison's disease,Hyperthyroidism,Hypothyroidism,A,"Cushing's syndrome is characterized by elevated cortisol levels, leading to symptoms such as weight gain, moon facies, and purple striae."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Pituitary & hypothalamic disorders,"A 40-year-old woman presents with galactorrhea and amenorrhea. Her prolactin level is elevated.
What is the most likely cause of her symptoms?",Pituitary adenoma,Hypothyroidism,Pregnancy,Hyperprolactinemia,A,"A: - Correct: Pituitary adenomas are the most common cause of hyperprolactinemia and can lead to galactorrhea and amenorrhea.
B: - Incorrect: Hypothyroidism can cause hyperprolactinemia, but it is less likely to cause galactorrhea and amenorrhea.
C: - Incorrect: Pregnancy can cause elevated prolactin levels, but it is not associated with galactorrhea and amenorrhea.
D: - Incorrect: Hyperprolactinemia is a symptom, not a cause, of pituitary adenomas."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,"Calcium, parathyroid & metabolic bone disease","A 60-year-old woman presents with fatigue, bone pain, and constipation. Her calcium level is 11.5 mg/dL, and PTH is elevated.",Primary hyperparathyroidism,Secondary hyperparathyroidism,Hypercalcemia of malignancy,Vitamin D deficiency,A,"Primary hyperparathyroidism is the most likely diagnosis, given elevated calcium and PTH levels."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Female reproductive endocrinology,"A 30-year-old woman presents with secondary amenorrhea and galactorrhea. Her prolactin level is elevated.
What is the most likely cause of her symptoms?",Pituitary adenoma,Hypothyroidism,Polycystic ovary syndrome,Pregnancy,A,"A: - Correct: A pituitary adenoma, such as a prolactinoma, is the most common cause of elevated prolactin levels and galactorrhea.
B: - Incorrect: Hypothyroidism can cause hyperprolactinemia, but it is less likely to cause galactorrhea.
C: - Incorrect: Polycystic ovary syndrome can cause menstrual irregularities, but it does not typically cause galactorrhea.
D: - Incorrect: Pregnancy can cause elevated prolactin levels, but it would not explain the galactorrhea."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Male reproductive endocrinology,"A 45-year-old man presents with decreased libido, fatigue, and weight gain. His serum testosterone level is low, and his LH and FSH levels are also low.",Primary hypogonadism,Secondary hypogonadism,Klinefelter syndrome,Androgen insensitivity syndrome,B,"A: - Incorrect: Primary hypogonadism would show elevated LH and FSH levels due to testicular failure.
B: - Correct: Secondary hypogonadism is caused by a pituitary or hypothalamic dysfunction, leading to low testosterone and low LH/FSH levels.
C: - Incorrect: Klinefelter syndrome presents with low testosterone and elevated FSH/LH levels.
D: - Incorrect: Androgen insensitivity syndrome presents with normal testosterone levels but androgen receptor defects."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,"Obesity, lipids & nutrition",A 45-year-old male with a BMI of 32 has a fasting glucose of 110 mg/dL and a triglyceride level of 250 mg/dL.,He has metabolic syndrome.,He has type 2 diabetes.,He has prediabetes.,He has normal metabolic status.,A,"A: - Correct: The presence of elevated waist circumference, fasting glucose, and triglycerides meets the criteria for metabolic syndrome.
B: - Incorrect: Type 2 diabetes is diagnosed with a fasting glucose of 126 mg/dL or higher.
C: - Incorrect: Prediabetes is diagnosed with a fasting glucose of 100-125 mg/dL.
D: - Incorrect: The elevated glucose and triglycerides indicate metabolic abnormalities."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Endocrine neoplasia & hereditary syndromes,A 40-year-old woman with a family history of endocrine tumors presents with recurrent kidney stones and elevated calcium levels.,Primary hyperparathyroidism,MEN1 syndrome,MEN2 syndrome,Pheochromocytoma,B,"A: - Incorrect: Primary hyperparathyroidism can cause elevated calcium, but the family history of endocrine tumors suggests a genetic syndrome like MEN1.
B: - Correct: MEN1 syndrome is characterized by tumors of the parathyroids, pancreas, and pituitary gland, and is associated with hyperparathyroidism and kidney stones.
C: - Incorrect: MEN2 syndrome is associated with medullary thyroid cancer, pheochromocytoma, and hyperparathyroidism, but not typically with kidney stones.
D: - Incorrect: Pheochromocytoma presents with hypertension and episodic symptoms, but does not explain the elevated calcium or kidney stones."
HAJERI/gemma-3-27b-endocrinology-scenario-mcq-it-Q4_K_M-gguf,Pediatric endocrinology & growth/puberty,"A 14-year-old boy presents with delayed puberty. His height is at the 5th percentile, and his bone age is delayed by 2 years. His serum testosterone is low, and his FSH and LH levels are also low.",Constitutional delay of growth and puberty,Hypogonadotropic hypogonadism,Klinefelter syndrome,Primary hypothyroidism,B,"A: - Incorrect: Constitutional delay of growth and puberty is characterized by delayed puberty but normal growth potential and bone age. This patient has delayed bone age and low testosterone.
B: - Correct: Hypogonadotropic hypogonadism is characterized by low testosterone and low FSH/LH levels. This suggests a problem with the pituitary or hypothalamus.
C: - Incorrect: Klinefelter syndrome presents with tall stature, small testes, and low testosterone, but it is associated with high FSH/LH levels.
D: - Incorrect: Primary hypothyroidism can cause delayed puberty, but it would also show elevated TSH levels, which are not mentioned in this case."
